timestamp,open,high,low,close,volume
1733011200000,96407.99,96672.49,95693.88,96336.75,3622.03491
1733025600000,96336.76,96515.52,96195.99,96472.97,1284.90142
1733040000000,96472.97,97179.04,96424.99,97108.89,2803.36709
1733054400000,97108.89,97388.78,96660.88,97028.02,3260.08114
1733068800000,97028.02,97523.41,96958.48,97178.73,2968.12339
1733083200000,97178.73,97836.0,96800.01,97185.18,3000.09657
1733097600000,97185.17,98130.0,96350.0,96483.75,5392.949
1733112000000,96483.75,96924.0,95749.97,95999.99,5378.4519
1733126400000,95999.99,96112.0,94820.41,95128.68,6299.85507
1733140800000,95128.67,97214.77,94766.0,97048.0,8297.68046
1733155200000,97048.01,97356.69,94395.0,95816.0,8796.99302
1733169600000,95816.01,96327.87,95112.01,95840.62,3792.74036
1733184000000,95840.61,96305.52,95400.0,96079.36,3671.38924
1733198400000,96079.36,96238.1,95277.35,95550.0,3510.45774
1733212800000,95550.0,95662.94,94595.38,94988.01,4056.48891
1733227200000,94988.0,96250.0,93578.17,95682.54,13543.07849
1733241600000,95682.54,96169.99,94860.0,95428.6,5936.97324
1733256000000,95428.61,96140.01,95272.5,95849.69,5108.93521
1733270400000,95849.69,96614.16,95224.17,95770.32,4788.30848
1733284800000,95770.32,96714.41,95717.54,96588.81,3607.43743
1733299200000,96588.81,96950.0,96172.0,96190.41,3780.1103
1733313600000,96190.41,96560.0,95352.41,95742.81,7959.19099
1733328000000,95742.8,97232.01,94587.83,97209.64,9467.01122
1733342400000,97209.64,99000.0,97128.52,98587.32,14248.47886
1733356800000,98587.32,104088.0,97888.89,102964.0,29911.489432
1733371200000,102964.0,103544.71,101324.16,102236.1,14930.57327
1733385600000,102236.1,103159.76,102236.1,102566.91,9004.86605
1733400000000,102566.91,103550.0,100925.97,101292.01,15250.81785
1733414400000,101292.0,101999.0,98599.36,99028.0,14788.63995
1733428800000,99028.01,99479.72,90500.0,96945.63,26035.34311
1733443200000,96945.63,98828.7,95981.72,97735.29,10502.77687
1733457600000,97735.29,98288.0,97370.19,98138.54,4600.17485
1733472000000,98138.53,98705.23,97622.86,98069.62,5508.51297
1733486400000,98069.61,99483.81,97512.26,99309.99,9368.1804
1733500800000,99310.0,101799.0,98762.6,101439.99,9652.35617
1733515200000,101439.99,101898.99,99053.03,99740.84,5417.53184
1733529600000,99740.84,100428.0,99285.71,99299.63,2803.39835
1733544000000,99299.64,99666.31,98844.0,99405.2,3254.00298
1733558400000,99405.2,99821.83,99260.0,99620.0,2290.29479
1733572800000,99620.0,99800.0,99036.01,99756.01,2409.08289
1733587200000,99756.0,100263.64,99460.37,100077.45,2257.58478
1733601600000,100077.45,100439.18,99595.11,99831.99,1917.58211
1733616000000,99831.99,100328.88,99632.28,99934.82,1688.21452
1733630400000,99934.83,100030.0,99336.0,99675.11,1590.3559
1733644800000,99675.11,99844.28,98657.7,99701.16,2557.39593
1733659200000,99701.17,100500.0,99357.16,99912.01,3388.44325
1733673600000,99912.01,100198.0,99480.0,100100.98,2219.63339
